CYCLE,PK_RANDOM,Match,WGT,FK_EPA_RAN,NEST1_WT,EPA_OVERSAMPLE,EPA_DIVISION,C3_RESOURCE_TYPE,C1_RESOURCE_TYPE,C3_REPORTING_UNIT,C1_REPORTING_UNIT,GROUP_NAME,RANDOM_LAT,LAT_DD,LAT_MM,LAT_SS,LAT_DEC,RANDOM_LONG,LONG_DD,LONG_MM,LONG_SS,LONG_DEC,HYDROLOGIC_CODE,HYDROLOGIC_NAME,CAN_BE_SAM,EXCLUSION_CATEGORY,EXCLUSION_CRITERIA,SAMPLED_DATE,HECTARES,ANALYSIS_S,LOCATIONAL_DATUM,FK_PROJECT,DO_REGION,NNC_REGION,DO_CRIT,TN_NNC,TP_NNC,CHLA_NNC,Sample.Id,Station.No,Station.Name,Collect.Date,Sample.Type,Matrix,Water.Temperature,Water Temperature_VQ,Turbidity,Turbidity_VQ,Transparency..Secchi.Depth,Transparency (Secchi Depth)_VQ,Color..true,Color (true)_VQ,Specific.Conductance..Field,Specific Conductance  Field_VQ,Specific.Conductance,Specific Conductance_VQ,Oxygen..Dissolved..Field,Oxygen  Dissolved  Field_VQ,pH..Field,pH  Field_VQ,Alkalinity..Total..as.CaCO3,Alkalinity  Total (as CaCO3)_VQ,Total.Suspended.Solids..TSS,Total Suspended Solids (TSS)_VQ,Ammonia..Total..as.N,Ammonia  Total (as N)_VQ,Kjeldahl.Nitrogen..Total..as.N,Kjeldahl Nitrogen  Total  (as N)_VQ,Nitrate.Nitrite..Total..as.N,Nitrate+Nitrite  Total (as N)_VQ,Phosphorus..Total..as.P,Phosphorus  Total (as P)_VQ,Organic.Carbon..Total,Organic Carbon  Total_VQ,Calcium..Total,Calcium  Total_VQ,Magnesium..Total,Magnesium  Total_VQ,Sodium..Total,Sodium  Total_VQ,Potassium..Total,Potassium  Total_VQ,Chloride..Total,Chloride  Total_VQ,Sulfate..Total,Sulfate  Total_VQ,Fluoride..Total,Fluoride  Total_VQ,Coliform..Fecal..MF,Coliform  Fecal (MF)_VQ,Chlorophyll.A..Monochromatic,Chlorophyll-A (Monochromatic)_VQ,Pheophytin.A..Monochromatic,Pheophytin-A (Monochromatic)_VQ,Total.Dissolved.Solids..TDS.measured,Total Dissolved Solids (TDS measured)_VQ,Depth..Bottom.of.Waterbody..Sample.Site,Depth  Bottom of Waterbody  Sample Site_VQ,Sample.Depth,Sample Depth_VQ
1,SJB-LS-1011,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300737.516,30,7,37.516,30.12708778,815350.857,81,53,50.857,-81.89746028,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/25/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-2,14764,SJB-LS-1011,9/25/2002 11:20,PRIMARY,WATER,23.1,,0.85,,0.2,,120,A,25,,40,,6.22,,5.43,,1.8,IV,4,U,0.014,IV,0.44,,0.019,,0.01,,15,,1.8,,1.3,,4.2,,0.12,,6.8,,2.3,,0.05,U,200,QV,0.85,U,0.85,U,41,I,0.2,,0.1,
1,SJB-LS-1022,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300140.025,30,1,40.025,30.02778472,815340.051,81,53,40.051,-81.89445861,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/15/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-8,14765,SJB-LS-1022,10/15/2002 13:15,PRIMARY,WATER,24.4,,1.6,,0.13,,40,,245,,240,,7.44,,7.67,,94,,4,U,0.015,IV,0.35,,0.21,,0.028,,6.4,A,36.6,,2,,10.1,,0.32,,16,,5.4,,0.05,U,1300,Q,0.85,U,0.85,U,146,,0.13,,0.05,
1,SJB-LS-1025,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300516.753,30,5,16.753,30.08798694,815125.051,81,51,25.051,-81.85695861,3080103,"ST JOHNS RIVER, LOWER",Y,,,8/27/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-33,14766,SJB-LS-1025,8/27/2002 10:10,PRIMARY,WATER,24.3,,3.1,A,0.5,,80,,298,,156,,2.59,,6.62,,64,,4,U,0.023,,0.58,,0.015,,0.039,,18,,18,,7.7,,5.1,,1.3,,6.5,,5.9,,0.18,,260,Q,0.85,U,0.85,U,127,,1.1,,0.5,
1,SJB-LS-1028,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,294022.008,29,40,22.008,29.67278,812749.465,81,27,49.465,-81.46374028,3080103,"ST JOHNS RIVER, LOWER",Y,,,8/27/2002,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLS0208-32,14768,SJB-LS-1028,8/27/2002 10:00,PRIMARY,WATER,28,,40,,0.3,,400,,262,,259,,1.8,,6.88,,71,,60,A,0.17,,1.7,,0.067,,0.45,,38,,35.8,,4.8,,14.9,,1.7,,29,,12,,0.15,,400,Q,1.7,U,1.7,U,213,,0.8,,0.4,
1,SJB-LS-1034,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300757.318,30,7,57.318,30.13258833,814829.009,81,48,29.009,-81.80805806,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/25/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-1,14770,SJB-LS-1034,9/25/2002 10:50,PRIMARY,WATER,23.9,,3,A,0.15,,250,,85,,80,,1.73,,6.26,,22,AV,4,U,0.024,,0.91,,0.004,U,0.042,,26,,9.4,,1.8,,6.2,,1.5,,9.5,,2.1,,0.066,IV,720,Q,0.85,U,0.85,U,95,,0.15,,0.05,
1,SJB-LS-1035,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300547.713,30,5,47.713,30.09658694,815211.853,81,52,11.853,-81.86995917,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/16/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-10,14771,SJB-LS-1035,10/16/2002 10:20,PRIMARY,WATER,24.9,,2.1,,0.1,,20,,57,,57,,7.07,,7.03,,5.6,,6,I,0.095,A,0.7,,0.007,I,0.027,A,5.6,,2.1,,1.4,,5.5,,1.2,,9.6,,3.5,,0.05,U,900,Q,0.85,U,0.85,U,44,I,0.1,,0.05,
1,SJB-LS-1053,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,295635.819,29,56,35.819,29.94328306,815004.039,81,50,4.039,-81.83445528,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/22/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-11,14775,SJB-LS-1053,10/22/2002 11:15,PRIMARY,WATER,19.8,,0.85,,0.25,,120,,45,,43,,8.3,,4.76,,0.65,U,4,U,0.021,,0.41,,0.011,,0.096,,16,,1.4,,0.71,,4.4,,0.068,I,7.5,A,1.7,A,0.071,IV,450,Q,0.85,U,0.85,U,53,I,0.25,,0.1,
1,SJB-LS-1057,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,301332.129,30,13,32.129,30.22559139,814829.375,81,48,29.375,-81.80815972,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/24/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-26,14777,SJB-LS-1057,9/24/2002 12:40,PRIMARY,WATER,24.6,,22,,0.2,,250,,96,,91,,5.78,,6.09,,22,,15,I,0.023,,0.74,,0.026,,0.079,,19,,9.5,,1.7,,6.9,,1.5,,12,,3.6,,0.05,U,1000,Q,0.85,U,0.85,U,74,,0.2,,0.1,
1,SJB-LS-1068,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,294256.443,29,42,56.443,29.71567861,814224.289,81,42,24.289,-81.70674694,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/14/2002,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLS0208-5,14779,SJB-LS-1068,10/14/2002 10:30,PRIMARY,WATER,23.5,,1.5,,0.4,,250,A,54,,52,,5.55,,4.75,,0.65,U,4,U,0.021,,0.72,,0.012,U,0.028,,26,,2.7,,0.76,,5.6,,0.2,,8.4,A,2.7,A,0.05,U,52,QV,0.85,U,0.85,U,56,I,0.8,,0.4,
1,SJB-LS-1071,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300214.227,30,2,14.227,30.03728528,815244.97,81,52,44.97,-81.87915833,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/14/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-6,14780,SJB-LS-1071,10/14/2002 13:15,PRIMARY,WATER,22.9,,2.3,A,0.4,,150,,92,,91,,7.76,,6.59,,22,A,4,U,0.038,A,0.65,,0.05,,0.1,,20,,9.1,,2.2,,6.8,,0.34,,12,,2.3,,0.095,I,240,AQ,0.85,U,0.85,U,85,,0.4,,0.2,
1,SJB-LS-1075,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300842.327,30,8,42.327,30.14509083,813319.626,81,33,19.626,-81.55545167,3080103,"ST JOHNS RIVER, LOWER",Y,,,8/28/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-36,14781,SJB-LS-1075,8/28/2002 12:00,PRIMARY,WATER,25.1,,3.2,,1.5,,100,A,327,,324,,3.19,,7.08,,100,,4,U,0.025,,0.54,,0.062,,0.09,A,14,,42.1,,5.9,,17.5,,2.4,,28,,19,,0.1,,200,QV,0.85,U,0.85,U,207,A,2.4,,0.5,
1,SJB-LS-1079,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,295325.373,29,53,25.373,29.89038139,815247.479,81,52,47.479,-81.87985528,3080103,"ST JOHNS RIVER, LOWER",Y,,,8/28/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-38,14783,SJB-LS-1079,8/28/2002 13:40,PRIMARY,WATER,24.2,,1.7,,0.7,,500,,86,,80,,4.08,,3.96,,0.65,U,4,U,0.034,AV,1.2,,0.02,UJ,0.12,,52,,2.4,,0.83,,6,,0.089,I,9.7,A,0.93,A,0.069,IV,102,QV,0.85,U,0.85,U,114,,1.5,,0.5,
1,SJB-LS-1081,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,293857.401,29,38,57.401,29.64927806,813544.314,81,35,44.314,-81.59564278,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/16/2002,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLS0208-21,14784,SJB-LS-1081,9/16/2002 9:00,PRIMARY,WATER,25.23,,6.9,,0.2,,100,A,1272,,1240,,5.28,,6.95,,137,,5,I,0.084,,1.3,,0.41,,0.3,,17,,96.3,,24.9,,118,,14.6,,250,,87,,0.36,,410,Q,0.85,U,0.85,U,706,A,0.2,,0.1,
1,SJB-LS-1082,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,295604.495,29,56,4.495,29.93458194,815949.773,81,59,49.773,-81.99715917,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/4/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-16,14785,SJB-LS-1082,9/4/2002 9:30,PRIMARY,WATER,22.7,,1,,0.2,,30,,47,,41,,5.55,,4.84,,0.65,U,4,U,0.01,U,0.27,,0.004,U,0.011,,7.5,A,1.8,,0.75,,3.6,,0.081,I,5.7,A,5,A,0.05,U,1100,Q,0.96,U,0.96,U,39,I,0.2,,0.1,
1,SJB-LS-1084,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300740.395,30,7,40.395,30.1278875,820018.587,82,0,18.587,-82.00516306,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/12/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-20,14786,SJB-LS-1084,9/12/2002 14:00,PRIMARY,WATER,23.2,,1.9,,0.2,,120,A,68,,69,,8.01,,6.65,,9.9,,4,U,0.01,U,0.48,JA,0.008,U,0.05,,17,,7.3,,1.3,,5.2,,0.45,,8.4,,4.2,,0.055,IV,50,QV,0.85,U,0.85,U,73,,0.2,,0.1,
1,SJB-LS-1087,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300418.79,30,4,18.79,30.07188611,815336.093,81,53,36.093,-81.89335917,3080103,"ST JOHNS RIVER, LOWER",Y,,,9/24/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-24,14787,SJB-LS-1087,9/24/2002 10:30,PRIMARY,WATER,24.2,,6,,0.1,,150,,176,,164,,6.4,,7.06,,39,,4,U,0.029,AV,0.69,,0.044,,0.028,,20,,18.6,,1.9,,15.4,,0.57,,27,,2,,0.05,U,830,Q,0.85,U,0.85,U,128,,0.1,,0.05,
1,SJB-LS-1097,,1,,1,,,SMALL STREAM,LOW-ORDER STREAM,ZONE 3,SJRWMD-B,Lower St. Johns,300703.317,30,7,3.317,30.11758806,814829.008,81,48,29.008,-81.80805778,3080103,"ST JOHNS RIVER, LOWER",Y,,,10/24/2002,,,HPGN,,Northeast,Peninsula,34,1.54,0.12,20,SJLS0208-12,14788,SJB-LS-1097,10/24/2002 10:00,PRIMARY,WATER,20.9,,1.9,,0.4,,250,A,76,,97,,1.71,,5.87,,23,,4,U,0.027,,0.83,J,0.009,I,0.028,,27,,9.9,,2.1,,7.3,,1.2,,13,,1.4,,0.071,IV,46,QV,0.85,U,0.85,U,108,,0.4,,0.2,
1,SJC-LR-1001,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,292434.319,29,24,34.319,29.40953306,813923.025,81,39,23.025,-81.65639583,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/11/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-11,19127,SJC-LR-1001,6/11/2003 10:20,PRIMARY,WATER,29.18,,4.2,,0.5,,100,,955,,946,,8.01,,7.51,,54,,8,I,0.017,I,1.3,,0.004,U,0.075,,17,,40.4,,16.2,,123,,4.4,,220,,63,,0.11,,12,BQV,19,,0,,530,,3.1,,0.5,
1,SJC-LR-1003,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,281740.422,28,17,40.422,28.29456167,804838.7,80,48,38.7,-80.81075,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/25/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-27,19128,SJC-LR-1003,6/25/2003 10:40,PRIMARY,WATER,28.12,,23,,0.4,,150,,948,,898,,6.63,,7.89,,78,,39,,0.027,,2.2,,0.004,U,0.26,,19,,65.5,,15.9,,99.7,,5.6,,190,,71,,0.21,,30,BQV,9.4,I,0,J,566,,2.55,,0.51,
1,SJC-LR-1004,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,284502.193,28,45,2.193,28.75060917,812506.452,81,25,6.452,-81.41845889,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/23/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-18,19129,SJC-LR-1004,6/23/2003 11:20,PRIMARY,WATER,24.06,,2.5,,0.9,,200,,296,,290,,2.51,,6.51,,54,,5,I,0.056,,1.2,,0.025,,0.084,,27,,31.9,,8.2,,17.1,,2,,26,,47,,0.2,,46,QV,0.85,U,0.85,U,226,,2.24,,0.5,
1,SJC-LR-1005,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,290935.999,29,9,35.999,29.15999972,813126.526,81,31,26.526,-81.524035,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/23/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-20,19130,SJC-LR-1005,6/23/2003 14:15,PRIMARY,WATER,28.54,,4.6,A,0.9,,100,A,941,,927,,7.05,,7,,65,,8,I,0.02,I,1.3,,0.081,,0.096,,17,,48.1,,16.9,,114,,3.9,,200,,72,,0.12,,40,QV,37,,0,,536,,4.6,,0.54,
1,SJC-LR-1006,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,282604.417,28,26,4.417,28.43456028,805356.175,80,53,56.175,-80.8989375,3080101,"ST JOHNS RIVER, UPPER",Y,,,7/1/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-36,19131,SJC-LR-1006,7/1/2003 14:00,PRIMARY,WATER,30.4,,23,,0.3,,200,,1033,,1010,,6.47,,7.29,,65,,41,,0.023,,2.8,,0.005,IV,0.15,,27,,59.5,,16.9,,117,,4.1,,220,,87,,0.18,,86,QV,51,,0,,609,,0.5,,0.25,
1,SJC-LR-1007,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,285848.665,28,58,48.665,28.98018472,812124.915,81,21,24.915,-81.35692083,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/28/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-4,19132,SJC-LR-1007,5/28/2003 13:45,PRIMARY,WATER,29,,5.1,A,0.6,,100,,954,,914,,8.83,,7.88,,81,,8,I,0.015,I,1.4,J,0.016,,0.098,,13,,51.5,,17.6,,103,,4,,200,,74,,0.15,,2,BQV,60,,0,,536,,3.7,,0.5,
1,SJC-LR-1008,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,280617.658,28,6,17.658,28.104905,804456.811,80,44,56.811,-80.74911417,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/26/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-30,19133,SJC-LR-1008,6/26/2003 13:00,PRIMARY,WATER,29.14,,4.1,,0.5,,140,,474,,462,,4.55,,7.07,,71,,7,I,0.019,I,1.7,A,0.004,U,0.12,,24,,38.6,,8,,39.9,,4.3,,77,,28,,0.19,,430,Q,32,A,0,A,299,A,1.23,,0.5,
1,SJC-LR-1009,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,284247.079,28,42,47.079,28.7130775,810207.662,81,2,7.662,-81.03546167,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/19/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-13,19134,SJC-LR-1009,6/19/2003 11:00,PRIMARY,WATER,27.4,,9.3,,0.3,,100,,2672,,2640,,4.72,,6.95,,43,,8,I,0.34,A,1.9,A,0.045,,0.15,,20,,82.5,,50.2,,405,,12.7,,690,,220,,0.16,,9,ABQV,0.85,U,0.85,U,1490,,0.3,,0.15,
1,SJC-LR-1012,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,284709.217,28,47,9.217,28.78589361,811019.924,81,10,19.924,-81.17220111,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/19/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-14,19135,SJC-LR-1012,6/19/2003 12:05,PRIMARY,WATER,29.45,,5.6,,0.7,,100,,1453,,1420,,6.12,,7.77,,48,,10,I,0.03,,1.7,,0.004,U,0.075,,19,,53.4,,24.8,,202,,7.3,,360,,110,,0.16,,2,BQV,41,,0,,824,Q,4.5,,0.5,
1,SJC-LR-1013,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,285804.883,28,58,4.883,28.96802306,812059.685,81,20,59.685,-81.3499125,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/29/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-8,19136,SJC-LR-1013,5/29/2003 13:20,PRIMARY,WATER,28.7,,7.6,,0.6,,120,,1003,,952,,5.78,,7.62,,75,,12,I,0.014,I,1.6,,0.054,,0.085,,15,,48,,17.6,,118,,4.3,,220,,72,,0.15,,70,QV,54,A,0,A,532,A,4.1,,0.5,
1,SJC-LR-1014,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,281233.887,28,12,33.887,28.20941306,805053.746,80,50,53.746,-80.84826278,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/25/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-29,19137,SJC-LR-1014,6/25/2003 12:00,PRIMARY,WATER,27.5,,13,,0.4,,150,,621,,582,,3.45,,6.42,,46,,24,,0.059,,2.4,,0.012,,0.17,A,25,,52.5,,10.4,,52.4,,4.6,,110,,75,,0.14,,260,Q,8.3,,0,,420,,0.8,,0.4,
1,SJC-LR-1015,,1,,1,,,SMALL STREAM,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,283019.028,28,30,19.028,28.50528556,805302.287,80,53,2.287,-80.88396861,3080101,"ST JOHNS RIVER, UPPER",Y,,,7/21/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-51,19138,SJC-LR-1015,7/21/2003 11:25,PRIMARY,WATER,29.9,,12,,0.4,,150,,980,,961,,4.84,,6.89,,61,,21,,0.033,,1.8,,0.004,U,0.095,,25,,57.3,,17,,111,,4.6,,210,,84,,0.16,,60,QV,38,,3.5,,639,,1.8,,0.5,
1,SJC-LR-1016,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,285157.141,28,51,57.141,28.8658725,812152.154,81,21,52.154,-81.36448722,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/24/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-24,19139,SJC-LR-1016,6/24/2003 10:45,PRIMARY,WATER,28.6,,5.4,,0.6,,120,,1061,,1020,,6.97,,7.24,,53,,12,I,0.019,I,1.2,,0.004,U,0.11,,19,,43.5,,16.2,,142,,5.2,,240,,71,,0.14,,78,QV,27,,0,,601,,6.1,,0.5,
1,SJC-LR-1017,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,290240.151,29,2,40.151,29.04448639,812529.54,81,25,29.54,-81.42487222,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/28/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-2,19140,SJC-LR-1017,5/28/2003 12:40,PRIMARY,WATER,28.8,,4.4,,0.8,,70,A,921,,893,,7.87,,7.41,,82,,7,I,0.014,I,1.1,J,0.15,,0.11,,11,,49.5,,17.2,,107,,4,,190,,77,,0.14,,21,AQV,54,,0,,517,,2.6,,0.5,
1,SJC-LR-1018,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,285153.45,28,51,53.45,28.86484722,812148.339,81,21,48.339,-81.3634275,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/24/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-22,19141,SJC-LR-1018,6/24/2003 10:30,PRIMARY,WATER,28.6,,6.5,,0.6,,120,,1059,,1040,,6.98,,7.2,,53,,12,I,0.036,,1.3,,0.004,U,0.11,,18,,42.8,,16,,141,,5.2,,250,,74,,0.14,,67,AQV,16,A,0,A,600,A,5.6,,0.5,
1,SJC-LR-1019,,1,,1,,,SMALL STREAM,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,282930.271,28,29,30.271,28.49174194,810736.033,81,7,36.033,-81.12667583,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/24/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-25,19142,SJC-LR-1019,6/24/2003 13:40,PRIMARY,WATER,24.4,,1.6,,0.5,,300,,114,,112,A,6.63,,7.15,,23,,4,U,0.029,,1.3,,0.065,,0.066,,30,,13,A,1.6,A,7.95,A,0.97,A,14,,6.4,,0.068,I,106,QV,0.85,U,0.85,U,129,,0.5,,0.3,
1,SJC-LR-1020,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Upper St. Johns,280957.316,28,9,57.316,28.16592111,804608.658,80,46,8.658,-80.76907167,3080101,"ST JOHNS RIVER, UPPER",Y,,,7/10/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-43,19143,SJC-LR-1020,7/10/2003 12:25,PRIMARY,WATER,32.18,,4.1,,0.65,,120,,416,,468,,6.58,,7.58,,75,,8,I,0.029,,1.6,,0.004,U,0.068,,23,,46,,8.9,,44.6,,3.9,,92,,29,,0.2,,48,AQV,22,A,0,A,314,,0.9,,0.45,
1,SJC-LR-1022,,1,,1,,,SMALL STREAM,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,282900.903,28,29,0.903,28.48358417,810711.952,81,7,11.952,-81.11998667,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/30/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-31,19145,SJC-LR-1022,6/30/2003 11:20,PRIMARY,WATER,25.84,,2.4,,0.55,,250,,86,,84,,5.87,,6.5,,13,,4,U,0.021,,1.2,,0.014,,0.074,,30,,9.3,,1.3,,6.14,,1.1,,11,,4.4,,0.06,I,9000,BQ,0.85,U,0.85,U,115,,2.1,,0.5,
1,SJC-LR-1023,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,284120.876,28,41,20.876,28.68913222,810224.702,81,2,24.702,-81.040195,3080101,"ST JOHNS RIVER, UPPER",Y,,,6/30/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-33,19146,SJC-LR-1023,6/30/2003 12:25,PRIMARY,WATER,27.6,,4,,0.7,,100,,371,,358,,5.85,,7.05,,42,,5,I,0.066,A,1,,0.16,,0.09,,19,,20.2,,5.3,,43.4,,3.1,,70,,19,,0.097,I,52,QV,0.85,U,0.85,U,239,,1.5,,0.5,
1,SJC-LR-1024,,1,,1,,,LARGE RIVER,LARGE RIVER,ZONE 3,SJRWMD-C,Middle St. Johns,290132.469,29,1,32.469,29.02568583,812343.331,81,23,43.331,-81.39536972,3080101,"ST JOHNS RIVER, UPPER",Y,,,5/29/2003,,,HPGN,,Peninsula,Peninsula,38,1.54,0.12,20,SJLR0305-6,19147,SJC-LR-1024,5/29/2003 11:40,PRIMARY,WATER,28.8,,5.5,A,0.8,,80,A,950,,888,,8.06,,7.53,,80,,8,I,0.014,I,1.4,,0.066,,0.087,,13,,48.8,,17.3,,106,,4,,200,,77,,0.15,,70,AQV,56,,0,,522,,4.8,,0.5,
